Timestamp(us), ax, ay, az, gx, gy, gz, mx, my, mz,period
3539834442,-7210,-4250,-13610,9,-427,-396,516,89,-1142,0
3539854431,-7815,-4295,-13471,187,-567,-346,516,89,-1153,0
3539874420,-6848,-4378,-11950,639,-732,-469,534,100,-1167,0
3539894409,-6409,-4784,-10183,1072,-623,-844,534,77,-1128,0
3539914398,-8573,-6528,-11086,537,-472,-699,534,89,-1103,0
3539934387,-9497,-6143,-12583,-12,-420,-454,534,77,-1103,0
3539954376,-9758,-5022,-14163,-531,-582,-102,546,71,-1142,0
3539974365,-6650,-2978,-12690,-487,-609,-38,552,83,-1117,0
3539994354,-7384,-3010,-12663,-502,-302,-212,540,59,-1067,0
3540014343,-8476,-4217,-13143,-107,-147,-262,552,83,-1092,0
3540034332,-8282,-4194,-14188,106,-143,-277,540,65,-1128,0
3540054321,-8304,-4427,-14043,-123,-421,-324,534,65,-1080,0
3540074310,-8720,-5011,-13596,-274,-648,-355,546,77,-1067,0
3540094299,-8306,-5407,-12574,-547,-514,-403,546,65,-1080,0
3540114288,-8564,-4926,-12004,-408,-393,-467,546,59,-1055,0
3540134277,-8872,-5328,-11916,490,-398,-607,558,53,-1030,0
3540154266,-9673,-5583,-12910,1276,-495,-714,546,59,-1042,0
3540174255,-9954,-6313,-13407,1126,-567,-370,534,29,-1067,0
3540194244,-9515,-6650,-12646,718,-667,-89,564,47,-1030,0
3540214233,-9116,-6098,-11468,792,-774,-115,575,29,-1019,0
3540234222,-8959,-5897,-10738,739,-719,-133,552,23,-1019,0
3540254211,-10279,-7194,-10921,719,-677,-160,570,41,-1030,0
3540274200,-10834,-7223,-11066,937,-757,-352,558,29,-994,0
3540294189,-10794,-7307,-10679,607,-678,-18,558,23,-969,0
3540314178,-10547,-7693,-10600,700,-810,130,558,35,-969,0
3540334167,-8346,-7807,-9709,1231,-854,-627,570,29,-944,0
3540354156,-10702,-5039,-9616,781,-598,-1011,581,0,-957,0
3540374145,-11944,-10262,-10283,-260,-359,475,576,5,-921,0
3540394134,-10647,-8057,-10169,-375,-317,147,570,5,-932,0
3540414123,-8008,-5067,-8269,497,-347,-379,570,5,-932,0
3540434112,-9410,-5550,-9737,972,-247,-512,570,5,-907,0
3540454101,-10564,-8818,-10012,276,-277,-371,575,0,-896,0
3540474090,-10385,-8996,-7623,425,-417,-751,570,-18,-932,0
3540494079,-9904,-8549,-7287,145,-213,-363,587,-12,-932,0
3540514068,-10402,-7768,-9232,-555,78,227,587,0,-907,0
3540534057,-10754,-7326,-10050,-949,113,466,564,5,-932,0
3540554046,-10904,-6947,-10357,-1335,129,778,575,-6,-896,0
3540574035,-12026,-8111,-10111,-965,71,755,558,11,-932,0
3540594024,-12486,-8475,-10511,-270,-127,587,570,17,-896,0
3540614013,-13053,-8371,-11385,137,-367,330,564,23,-896,0
3540634002,-12405,-7871,-10642,488,-634,-9,575,17,-882,0
3540653991,-10442,-7019,-8583,416,-621,-115,558,29,-896,0
3540673980,-10668,-6333,-8271,-45,-304,56,575,23,-871,0
3540693969,-11422,-6413,-9416,-194,-134,315,564,5,-884,0
3540713958,-10284,-6501,-8533,210,-265,138,564,35,-907,0
3540733947,-11043,-6389,-8961,513,-417,-52,581,17,-859,0
3540753936,-11256,-6465,-9546,937,-572,-304,552,23,-859,0
3540773925,-10215,-5046,-9524,790,-636,-553,558,29,-834,0
3540793914,-11195,-6198,-9877,643,-717,-856,564,11,-859,0
3540813903,-11419,-6912,-9039,967,-926,-1272,570,0,-798,0
3540833892,-10794,-7275,-8474,1457,-1161,-1676,570,-12,-786,0
3540853881,-9633,-7839,-5748,1448,-1210,-1840,570,-30,-773,0
3540873870,-10213,-9368,-4852,717,-826,-1467,570,-36,-773,0
3540893859,-9405,-10106,-3320,-52,-288,-888,570,-18,-748,0
3540913848,-8588,-7674,-5348,-452,127,-824,570,-48,-784,0
3540933837,-11196,-10919,-6489,-821,287,-885,558,-66,-798,0
3540953826,-11837,-13529,-5853,-1168,381,-692,558,-66,-784,0
3540973815,-11442,-13892,-5996,-1235,473,-530,570,-72,-773,0
3540993804,-11274,-13258,-7134,-953,487,-533,581,-78,-809,0
3541013793,-10862,-11704,-8278,-956,492,-387,558,-90,-823,0
3541033782,-11550,-11118,-9780,-981,575,-357,552,-90,-823,0
3541053771,-10606,-10695,-8875,-881,451,-326,558,-96,-834,0
3541073760,-10728,-11179,-9533,-760,288,-246,558,-84,-834,0
3541093750,-10303,-10416,-10360,-48,4,-268,576,-84,-798,0
3541113739,-9348,-9809,-9912,655,-257,-333,564,-107,-834,0
3541133728,-8235,-10084,-8049,136,-60,-166,558,-96,-823,0
3541153717,-8990,-10941,-7486,-1179,392,235,558,-96,-809,0
3541173706,-8906,-9487,-8963,-1720,475,559,558,-101,-834,0
3541193695,-9588,-8463,-10612,-1992,193,696,564,-90,-823,0
3541213684,-9212,-8102,-10013,-2087,-121,523,570,-72,-823,0
3541233673,-9522,-8225,-9748,-1675,-339,214,564,-78,-834,0
3541253662,-9955,-8011,-10582,-1043,-482,-19,546,-90,-834,0
3541273651,-10144,-7604,-10706,-798,-495,-44,558,-78,-846,0
3541293640,-10765,-7840,-10887,-589,-459,-121,570,-66,-834,0
3541313629,-10918,-7589,-11246,-454,-268,-146,570,-78,-823,0
3541333618,-10910,-8052,-10740,-249,-63,-256,564,-113,-823,0
3541353607,-9760,-6001,-11849,140,-474,-408,564,-107,-834,0
3541373596,-10477,-6633,-10501,447,-1544,-385,575,-90,-798,0
3541393585,-10849,-8623,-8259,-23,-896,-380,576,-96,-798,0
3541413574,-10018,-8839,-8290,-491,-336,-39,575,-101,-761,0
3541433563,-10829,-10108,-8798,-916,-87,230,558,-90,-748,0
3541453552,-10587,-9765,-8135,-881,81,369,552,-96,-736,0
3541473541,-11411,-9842,-9400,-1012,310,607,564,-101,-773,0
3541493530,-11045,-9418,-8904,-1063,368,671,587,-84,-798,0
3541513519,-10667,-7398,-10615,-1232,492,870,576,-90,-798,0
3541533508,-9476,-1650,-13347,-1033,528,827,576,-96,-798,0
3541553497,-9451,-2624,-12152,-1015,486,817,570,-72,-809,0
3541573486,-9832,-3449,-10080,-1510,447,875,581,-60,-834,0
3541593475,-10240,-2981,-10940,-1625,480,1034,575,-48,-798,0
3541613464,-10713,-3297,-10774,-1925,319,1184,581,-48,-871,0
3541633453,-11441,-3625,-12102,-1801,231,1288,587,-30,-809,0
3541653442,-10476,-3137,-11015,-805,49,1003,581,-24,-823,0
3541673431,-12775,-2836,-14812,-68,39,594,581,-24,-834,0
3541693420,-8338,-320,-9043,641,-241,241,587,-18,-859,0
3541713409,-10524,-1941,-10700,-118,58,572,570,-24,-859,0
3541733398,-10247,-2043,-10318,-365,236,694,558,0,-834,0
3541753387,-10843,-3275,-10816,-8,132,635,581,0,-859,0
3541773376,-11916,-4326,-11499,322,-67,572,575,17,-871,0
3541793365,-12129,-4139,-10184,914,-236,594,599,17,-823,0
3541813354,-11664,-4399,-9058,1326,-238,966,576,5,-859,0
3541833343,-11310,-2767,-11501,1663,-274,1190,564,23,-859,0
3541853332,-11948,-2171,-15498,1418,-427,1337,581,29,-834,0
3541873321,-11669,395,-15060,2330,-1108,409,564,47,-859,0
3541893310,-9701,579,-10308,759,-1336,708,564,53,-846,0
3541913299,-11889,-1254,-9527,-61,-694,719,575,53,-798,0
3541933288,-11357,-2372,-7262,42,-386,686,570,59,-784,0
3541953277,-12037,-1726,-11291,504,-395,710,570,59,-809,0
3541973266,-9788,514,-11127,1026,-193,521,558,95,-798,0
3541993255,-10134,995,-9460,179,115,612,564,77,-784,0
3542013244,-13949,-2306,-12954,-333,-55,732,558,100,-823,0
3542033233,-14473,-1888,-13456,-353,-364,474,558,95,-784,0
3542053222,-13319,-1136,-10946,505,-1109,-201,558,89,-773,0
3542073211,-11163,-778,-8244,385,-1234,-393,558,95,-773,0
3542093200,-12348,-834,-9377,-211,-670,-411,564,95,-748,0
3542113189,-11667,-1804,-7328,-310,-150,-158,570,95,-736,0
3542133178,-12758,-3638,-6910,-263,137,-37,558,83,-748,0
3542153167,-13454,-3311,-8049,-234,246,198,558,65,-723,0
3542173156,-12977,-1313,-9762,-86,283,323,570,83,-748,0
3542193145,-13778,-947,-11650,247,141,202,534,83,-761,0
3542213134,-14060,-1558,-10207,32,33,336,570,71,-773,0
3542233123,-13629,-2020,-8857,-339,170,614,540,95,-723,0
3542253112,-12496,-1376,-9447,-468,219,608,564,95,-784,0
3542273101,-9528,1915,-11424,-706,450,250,552,112,-773,0
3542293090,-9153,2816,-12702,-1047,1219,-24,546,100,-798,0
3542313079,-14723,-2191,-10885,-597,680,-824,564,100,-773,0
3542333068,-14292,-3105,-8249,128,-28,-599,570,83,-761,0
3542353057,-15130,-4477,-9303,415,-25,31,552,83,-798,0
3542373046,-14947,-5247,-8369,301,267,685,552,106,-761,0
3542393035,-15104,-3587,-10671,147,652,1220,552,95,-798,0
3542413024,-12651,209,-13325,242,634,1233,558,106,-821,0
3542433013,-11203,1839,-11743,-354,572,1192,540,106,-834,0
3542453002,-10870,2091,-10360,-551,526,1168,552,124,-834,0
3542472991,-9284,3999,-11162,-33,374,701,534,148,-798,0
3542492980,-10130,3383,-12123,483,229,93,534,142,-834,0
3542512969,-10963,1943,-12148,885,34,-433,534,130,-882,0
3542532958,-11692,1192,-12163,791,-25,-538,534,130,-821,0
3542552947,-11885,-941,-11020,908,-146,-425,546,130,-871,0
3542572937,-11622,-939,-10283,770,-191,-296,552,124,-809,0
3542592926,-11507,-455,-10116,813,-21,-64,552,148,-834,0
3542612915,-12284,-1830,-9688,1181,157,260,546,124,-882,0
3542632904,-11620,-1369,-9867,1033,234,478,528,130,-871,0
3542652893,-11691,-812,-10569,506,357,717,534,124,-882,0
3542672882,-12831,-1110,-12643,195,522,1047,540,166,-871,0
3542692871,-10990,86,-12081,285,201,885,534,142,-882,0
3542712860,-11428,-574,-11575,362,72,624,534,154,-907,0
3542732849,-11657,-344,-11906,554,-24,406,540,166,-882,0
3542752838,-11015,126,-11501,697,-228,343,522,166,-871,0
3542772827,-11672,-517,-10824,413,-236,417,528,160,-921,0
3542792816,-11214,-669,-10639,102,-81,492,528,172,-907,0
3542812805,-12984,-1226,-12353,-112,-184,224,534,184,-921,0
3542832794,-12594,-534,-12606,-839,-727,356,516,172,-871,0
3542852783,-10716,118,-11157,-77,-654,221,516,172,-896,0
3542872772,-11676,-473,-9673,954,-59,-8,516,166,-882,0
3542892761,-11492,-1091,-8999,1015,267,129,510,178,-907,0
3542912750,-11375,-2254,-8935,577,179,145,516,178,-907,0
3542932739,-11766,-1033,-10509,682,-202,-323,510,184,-882,0
3542952728,-12315,-56,-11897,409,-303,-186,516,166,-907,0
3542972717,-12286,-1747,-11069,216,117,150,510,178,-882,0
3542992706,-11598,-1657,-10588,866,135,-170,516,184,-907,0
3543012695,-12712,-2401,-10630,1195,148,-508,510,166,-896,0
3543032684,-12280,-77,-10986,868,0,-317,504,160,-921,0
3543052673,-11800,-530,-11312,533,139,296,504,166,-907,0
3543072662,-12137,-2576,-10849,451,580,608,510,166,-944,0
3543092651,-13225,-3116,-10702,675,884,251,522,166,-957,0
3543112640,-13693,-1724,-10681,697,616,143,504,148,-982,0
3543132629,-13142,-2780,-12367,597,-84,-1061,516,172,-994,0
3543152618,-10705,-2292,-12089,357,162,-1571,504,178,-1005,0
3543172607,-10631,-2745,-11705,285,495,-848,522,160,-1005,0
3543192596,-11379,-3401,-11086,926,195,-325,504,154,-1019,0
3543212585,-11676,-3770,-10609,1189,-246,-117,522,130,-1005,0
3543232574,-11499,-4117,-10987,586,-497,129,516,136,-1019,0
3543252563,-11019,-3430,-11672,-209,-482,321,504,142,-1005,0
3543272552,-10764,-3207,-11873,-232,-32,430,522,154,-1005,0
3543292541,-10943,-3880,-11964,114,599,311,510,142,-1019,0
3543312530,-12080,-4355,-12508,259,1301,124,516,148,-1019,0
3543332519,-11553,-4682,-12909,764,1796,-263,510,148,-1019,0
3543352508,-10898,-4926,-13850,2190,2546,-819,528,118,-1103,0
3543372497,-8939,-5697,-12535,3034,2974,-1393,492,130,-1190,0
3543392486,-7433,-6828,-12100,2083,2591,-1747,510,100,-1178,0
3543412475,-7305,-6431,-11167,1845,2792,-2377,516,77,-1265,0
3543432464,-6101,-7247,-9424,1064,2323,-1916,498,53,-1288,0
3543452453,-5834,-8017,-11385,-688,221,-1372,504,47,-1263,0
3543472442,-6657,-9017,-10893,-1757,-325,-1067,492,41,-1325,0
3543492431,-6495,-7588,-13226,-1990,118,-697,480,59,-1265,0
3543512420,-5691,-7162,-15870,-1481,-774,-383,498,53,-1240,0
3543532409,-5199,-5932,-15196,-1345,-1108,-318,486,53,-1226,0
3543552398,-5685,-4936,-13706,-1293,-722,-529,492,47,-1240,0
3543572387,-6960,-6495,-13766,-951,-290,-571,510,77,-1201,0
3543592376,-5829,-5167,-13287,-874,-8,-492,504,65,-1190,0
3543612365,-5141,-4343,-14041,-847,229,-415,504,53,-1201,0
3543632354,-5700,-5013,-14705,-654,171,-434,516,47,-1215,0
3543652343,-6333,-5494,-14845,-384,149,-407,498,59,-1226,0
3543672332,-5999,-5924,-14045,-314,206,-285,504,53,-1203,0
3543692321,-4304,-4008,-13374,-496,286,-322,522,53,-1226,0
3543712310,-4364,-3797,-13598,-137,511,-380,510,53,-1251,0
3543732299,-4284,-4191,-13617,-522,755,-35,510,59,-1215,0
3543752288,-4064,-4172,-14343,-1407,1209,288,504,65,-1215,0
3543772277,-4322,-4004,-15253,-1903,1091,211,510,77,-1263,0
3543792266,-5022,-4646,-16810,-1445,320,-20,486,53,-1240,0
3543812255,-5322,-4195,-17183,-1035,-190,-300,498,83,-1215,0
3543832244,-4949,-3296,-15044,-364,-406,-470,498,65,-1226,0
3543852233,-4282,-2621,-14267,187,-286,-313,504,95,-1251,0
3543872222,-5163,-3273,-14906,362,-224,-107,498,65,-1226,0
3543892211,-4719,-3221,-14528,291,-237,-217,498,77,-1251,0
3543912200,-5009,-2660,-15412,-191,-204,-149,510,71,-1215,0
3543932189,-4537,-3293,-15595,-650,-192,-62,504,65,-1203,0
3543952178,-4752,-3844,-14405,58,-58,53,510,65,-1190,0
3543972167,-5731,-3212,-14155,562,-136,1,510,59,-1226,0
3543992156,-5659,-4179,-16089,605,-327,-131,492,65,-1215,0
3544012145,-5570,-3998,-15433,1142,-743,-180,510,59,-1226,0
3544032135,-5103,-4240,-13379,1161,-816,-360,498,71,-1201,0
3544052124,-4721,-4428,-13662,387,-813,-181,504,65,-1178,0
3544072113,-5952,-3486,-14332,523,-695,1,522,53,-1226,0
3544092102,-5747,-4571,-13933,647,-457,21,522,53,-1240,0
3544112091,-5728,-5253,-14795,144,-265,83,510,59,-1178,0
3544132080,-6022,-5026,-14905,-179,11,16,516,41,-1153,0
3544152069,-5756,-4349,-14547,-95,88,-91,510,35,-1178,0
3544172058,-5661,-4506,-12889,85,96,-213,534,65,-1190,0
3544192047,-5481,-4327,-13350,332,-34,-192,522,47,-1153,0
3544212036,-5295,-5124,-13892,649,184,-310,522,41,-1226,0
3544232025,-5334,-5529,-14344,495,167,-308,522,41,-1178,0
3544252014,-5998,-6109,-15012,20,-178,-120,504,47,-1178,0
3544272003,-5822,-5420,-12412,383,32,-60,522,53,-1190,0
3544291992,-5332,-3810,-13382,314,129,-71,528,35,-1190,0
3544311981,-5456,-4987,-15427,106,418,-228,522,29,-1165,0
3544331970,-6439,-5189,-14527,-655,-640,-256,540,47,-1203,0
3544351959,-7227,-5856,-14895,-1130,-1697,-99,528,29,-1165,0
3544371948,-6271,-5017,-12962,-824,-1243,254,528,47,-1142,0
3544391937,-7098,-4496,-13441,-937,-698,491,528,47,-1142,0
3544411926,-8242,-5062,-14469,-934,-408,312,522,41,-1117,0
3544431915,-8342,-4651,-14138,-664,-274,-56,540,41,-1103,0
3544451904,-8068,-4136,-13330,-306,-127,-286,522,53,-1117,0
3544471893,-7421,-4249,-13572,-169,164,-585,546,65,-1128,0
3544491882,-7026,-4410,-14123,-373,520,-951,552,47,-1092,0
3544511871,-6584,-3877,-14419,-1254,818,-965,528,29,-1103,0
3544531860,-6832,-1727,-16587,-2235,1749,-699,546,23,-1128,0
3544551849,-3808,-1323,-13730,-2844,2987,-259,522,41,-1128,0
3544571838,-2928,-1903,-13169,-2538,1862,37,510,47,-1190,0
3544591827,-3256,-727,-15241,-1986,636,357,522,65,-1215,0
3544611816,-4871,517,-15759,-1498,58,885,534,65,-1178,0
3544631805,-6450,-173,-14131,-2002,105,527,510,59,-1190,0
3544651794,-4637,2349,-13519,-4397,471,-807,504,89,-1178,0
3544671783,-3199,6040,-17740,-8235,1627,-1243,492,112,-1165,0
3544691772,-4283,4416,-17730,-4010,801,-677,522,124,-1128,0
3544711761,-2540,5643,-13941,-1108,-182,-778,504,124,-1153,0
3544731750,-3835,7231,-17138,410,-605,-537,498,118,-1128,0
3544751739,-4023,5542,-14612,1809,-778,-574,516,112,-1117,0
3544771728,-4924,6694,-16226,2666,-1113,-826,516,95,-1128,0
3544791717,-5381,3055,-14702,3160,-1380,-1042,528,89,-1103,0
3544811706,-5354,-121,-12224,3750,-2025,-1558,522,71,-1128,0
3544831695,-6506,-261,-13340,3758,-2706,-2310,534,41,-1067,0
3544851684,-7824,-814,-14247,2687,-1945,-2588,558,17,-1042,0
3544871673,-7472,-1510,-15151,1087,-552,-2420,552,-18,-1019,0
3544891662,-7108,-1882,-14516,537,214,-1922,552,-36,-1030,0
3544911651,-7110,-2067,-13976,457,108,-812,552,-36,-1019,0
3544931640,-7470,-2563,-13329,591,571,-524,558,-48,-1042,0
3544951629,-5700,-2315,-14046,497,1024,-489,540,-48,-1067,0
3544971618,-6207,-2613,-15109,323,1361,-111,540,-60,-1067,0
3544991607,-6835,-3644,-15985,68,1230,369,546,-60,-1103,0
3545011596,-5139,-2751,-15154,168,487,388,546,-60,-1080,0
3545031585,-4499,-2119,-14461,-56,-438,1360,528,-60,-1080,0
3545051574,-7602,-3309,-15021,-475,-778,1870,546,-42,-1080,0
3545071563,-6920,-2768,-15350,-163,-254,926,546,-24,-1092,0
3545091552,-6590,-3315,-15206,132,375,652,546,-18,-1055,0
3545111541,-7372,-2397,-13816,146,504,181,558,-6,-1103,0
3545131530,-5120,-3982,-14362,-291,-827,601,552,-12,-1092,0
3545151519,-5976,-1802,-13185,435,-1106,232,552,5,-1103,0
3545171508,-7529,2212,-14822,918,-574,-876,522,-18,-1080,0
3545191497,-7417,541,-14915,-129,-553,562,558,-18,-1067,0
3545211486,-7965,-1579,-15469,-711,-394,1715,558,0,-1030,0
3545231475,-8283,-1311,-14409,12,293,1487,546,5,-1030,0
3545251464,-7749,-424,-13390,229,340,993,546,35,-1055,0
3545271453,-6920,-913,-12599,206,346,701,528,35,-1042,0
3545291442,-7229,-664,-12679,284,-105,189,546,17,-1067,0
3545311431,-7680,-974,-13443,530,-346,-456,558,29,-1092,0
3545331420,-9090,-2242,-14241,687,-445,-538,546,5,-1044,0
3545351409,-8465,-1843,-15028,1291,-459,-639,546,23,-1030,0
3545371398,-7260,-2005,-14454,1838,-527,-862,558,17,-1030,0
3545391387,-7291,-3536,-13724,1520,-1014,-871,552,5,-1042,0
3545411376,-7326,-5294,-15015,3359,-4055,-1337,558,-12,-969,0
3545431365,-11325,-9081,-8246,3266,-6166,-698,558,-24,-896,0
3545451354,-11302,-6639,-10896,-247,-695,154,546,-36,-846,0
3545471343,-11205,-5661,-10809,410,-1138,269,558,-12,-846,0
3545491333,-10425,-5726,-9929,388,-1016,202,558,-18,-821,0
3545511322,-10307,-5707,-10002,-334,-631,62,564,-42,-773,0
3545531311,-11483,-6563,-9996,-937,-903,-473,546,-36,-784,0
3545551300,-11377,-5638,-9548,-1364,-619,-744,570,-24,-761,0
3545571289,-11629,-4995,-9395,-1081,-474,-689,564,-30,-773,0
3545591278,-11745,-5813,-9034,-284,-518,-804,564,-60,-761,0
3545611267,-10262,-6259,-9213,-81,-150,-1110,558,-36,-773,0
3545631256,-10566,-5785,-10330,-355,208,-990,552,-72,-748,0
3545651245,-11640,-5609,-11503,-365,634,-798,552,-66,-798,0
3545671234,-11545,-5606,-11862,-181,1538,-594,558,-72,-784,0
3545691223,-10972,-5888,-9892,281,2092,-320,564,-66,-809,0
3545711212,-8909,-7031,-9866,842,1148,42,546,-78,-846,0
3545731201,-10036,-7574,-10799,1295,995,-261,552,-101,-821,0
3545751190,-10277,-6746,-10991,538,61,-261,540,-78,-882,0
3545771179,-10233,-6685,-11686,307,-425,-150,575,-96,-821,0
3545791168,-10379,-7090,-11661,94,269,-249,558,-84,-821,0
3545811157,-9484,-7280,-11967,-384,783,-309,552,-107,-871,0
3545831146,-9305,-7458,-8679,-693,846,-323,558,-107,-871,0
3545851135,-9130,-6696,-11045,-257,-408,-478,546,-96,-882,0
3545871124,-9125,-7277,-11513,-294,-372,-301,575,-96,-896,0
3545891113,-8660,-6652,-10476,-65,-585,-293,564,-96,-846,0
3545911102,-8875,-6540,-10487,-598,-742,-53,564,-113,-859,0
3545931091,-9793,-7257,-12129,-592,-1608,111,540,-107,-846,0
3545951080,-10088,-7348,-13862,-629,-1569,158,558,-96,-798,0
3545971069,-9229,-6627,-12627,-1004,-391,138,558,-90,-798,0
3545991058,-8869,-4742,-11136,-1105,581,415,552,-107,-809,0
3546011047,-13062,-5219,-5596,-426,289,732,552,-90,-834,0
3546031036,-14260,-6568,-9892,1011,-571,136,546,-96,-809,0
3546051025,-11795,-6429,-14124,260,97,-809,564,-90,-809,0
3546071014,-9817,-6339,-13821,-42,302,-1010,546,-96,-846,0
3546091003,-10463,-8065,-14516,610,-320,34,540,-101,-798,0
3546110992,-13359,-9078,-11379,7,271,1462,546,-90,-748,0
3546130981,-10256,-4206,-8763,-1073,127,631,552,-78,-809,0
3546150970,-9765,-5079,-8209,-162,-992,-168,546,-96,-834,0
3546170959,-10613,-5563,-7839,187,-1573,37,546,-96,-821,0
3546190948,-11133,-4116,-10134,-549,-1568,80,558,-101,-759,0
3546210937,-10501,-6720,-10784,-714,-1399,171,558,-72,-748,0
3546230926,-11016,-5947,-10089,-515,-1233,-12,558,-96,-723,0
3546250915,-12054,-4487,-10232,-704,-1188,-210,540,-84,-711,0
3546270904,-12737,-5377,-10098,-947,-851,-486,546,-78,-700,0
3546290893,-11757,-5084,-9144,-999,-954,-497,558,-113,-686,0
3546310882,-12122,-5517,-8262,-687,-1208,-579,546,-119,-650,0
3546330871,-12189,-4816,-7792,-362,-1040,-964,540,-113,-638,0
3546350860,-12175,-5339,-7227,161,-925,-849,522,-119,-661,0
3546370849,-12816,-5860,-8375,467,-843,-541,528,-96,-600,0
3546390838,-13331,-5600,-8910,340,-264,-292,522,-131,-625,0
3546410827,-14392,-8027,-9585,760,406,-422,516,-143,-613,0
3546430816,-13483,-7840,-8231,1236,1278,114,522,-137,-638,0
3546450805,-11662,-4582,-7718,742,1425,398,546,-113,-613,0
3546470794,-12449,-4636,-7629,1135,482,439,540,-119,-600,0
3546490783,-8988,-5260,-5416,790,913,61,540,-131,-650,0
3546510772,-8365,-5933,-5923,160,890,43,534,-143,-650,0
3546530761,-10212,-7033,-7752,262,629,-44,528,-119,-700,0
3546550750,-12495,-7809,-9843,269,414,-307,540,-125,-661,0
3546570739,-13326,-9559,-11101,78,-78,-361,552,-125,-661,0
3546590728,-13466,-10598,-11043,-253,-585,39,534,-125,-675,0
3546610717,-14554,-9376,-10416,-292,-835,471,546,-125,-686,0
3546630706,-14272,-7466,-9456,-109,-829,635,534,-113,-675,0
3546650695,-13367,-7601,-8648,238,-657,841,540,-101,-661,0
3546670684,-13177,-6360,-8231,426,-299,631,540,-90,-650,0
3546690673,-12156,-5983,-8513,504,69,315,546,-96,-625,0
3546710662,-10811,-5038,-7316,1123,868,41,540,-84,-638,0
3546730651,-9896,-4380,-5800,643,1505,206,546,-90,-661,0
3546750640,-8772,-3792,-7298,-396,1749,530,546,-107,-661,0
3546770629,-10123,-3436,-9547,-1130,1894,842,564,-84,-723,0
3546790618,-11910,-3300,-10214,-962,1909,766,570,-78,-736,0
3546810607,-13878,-3952,-12248,-318,1330,143,564,-72,-761,0
3546830596,-12306,-3833,-10876,184,625,-416,564,-84,-809,0
3546850585,-9658,-4696,-8925,447,216,-554,564,-84,-773,0
3546870574,-9325,-6236,-9085,235,228,-424,564,-90,-798,0
3546890563,-10761,-7004,-10064,413,502,-470,564,-101,-798,0
3546910552,-11980,-6592,-11328,611,325,-625,570,-101,-821,0
3546930541,-10912,-7019,-10154,479,-149,-599,558,-90,-809,0
3546950531,-10894,-7229,-9617,578,-164,-673,558,-96,-784,0
3546970520,-11632,-7549,-10816,558,-117,-788,552,-101,-798,0
3546990509,-12070,-8259,-12254,391,-307,-886,552,-107,-773,0
3547010498,-12942,-8874,-11080,145,-870,-879,564,-113,-773,0
3547030487,-10127,-8760,-8832,86,-1045,-778,546,-113,-748,0
3547050476,-9159,-8424,-8179,-44,-1153,-355,546,-90,-711,0
3547070465,-9793,-8262,-8879,-111,-909,-213,546,-125,-773,0
3547090454,-10289,-8248,-9451,-22,-391,-475,546,-143,-700,0
