Timestamp(us), yaw, pitch, roll
3298267211,-26.13594817929863,-46.597759830096685,-145.93745452084093
3298287200,-26.140784410108708,-47.053807982820793,-145.80081842448379
3298307189,-26.312966701408623,-47.620466943395613,-145.44198412803507
3298327178,-26.523587497022177,-48.191827501973194,-144.94133626724866
3298347167,-26.485051129037732,-48.565134476630142,-144.82051375751121
3298367156,-26.358571167561628,-48.95622521598311,-144.76186492514427
3298387145,-26.308292751266315,-49.482260767501998,-144.46174923551069
3298407135,-26.38417425498103,-50.102110268650449,-144.19270613468396
3298427124,-26.82049541389696,-50.745061478943974,-143.76491011856317
3298447113,-27.218281868017005,-51.289656861932535,-143.3065423332412
3298467102,-27.149298783353217,-51.696114656508179,-143.11372328344044
3298487091,-26.967398371523082,-52.021648387667625,-143.05023139408732
3298507080,-27.300996002354207,-52.501588071134769,-142.65471909018973
3298527069,-27.847745965470807,-52.953150685273044,-142.07653624254507
3298547058,-28.268220073062782,-53.242006408024835,-141.40010824009337
3298567047,-28.395531043546661,-53.343799241892718,-141.01102660399573
3298587036,-28.499660024032273,-53.399593174814171,-140.7278913834553
3298607025,-28.625307430644401,-53.464656555584703,-140.4079686548848
3298627014,-28.831344767204968,-53.465889230055133,-139.9608144147173
3298647003,-28.899425349329817,-53.12884984557612,-139.67705018598315
3298666992,-28.912976102582139,-52.659891762942763,-139.55839310833184
3298686981,-28.881628961437404,-51.999186062487418,-139.53270250315455
3298706970,-28.777892337587605,-51.048927310741327,-139.54734050239287
3298726959,-28.586539233657334,-49.80452346659974,-139.68495089647936
3298746948,-28.451603772496156,-48.384313481532239,-139.81055023745191
3298766937,-28.314802684528214,-46.82964106060242,-140.02148032845773
3298786926,-28.164012988220041,-45.221184023106424,-140.18689260708638
3298806915,-28.018330470451943,-43.621506596401773,-140.29101805944919
3298826904,-27.898633427609241,-42.049256663362982,-140.41367874333804
3298846893,-27.776994003214881,-40.480193851572515,-140.58549631200162
3298866882,-27.628583775466289,-38.880569415508212,-140.69587691212215
3298886871,-27.39210046750669,-37.104841103328447,-140.78783631697451
3298906860,-27.079631523946865,-35.340136630478348,-140.96540202250407
3298926849,-26.79784441678872,-33.723489111600315,-141.16297112138358
3298946838,-26.584964723157086,-32.146657494494015,-141.2828159391442
3298966827,-26.408482169955903,-30.546638214532226,-141.23967096664339
3298986816,-26.157989382276718,-28.895664390056101,-141.22420050356178
3299006805,-25.777513223848668,-27.128779564128806,-141.37860268158713
3299026794,-25.328911674848467,-25.270632658832632,-141.59918668104197
3299046783,-24.919732975570486,-23.413340962534129,-141.66422893341147
3299066772,-24.517488581075842,-21.571700096380283,-141.71286031933766
3299086761,-24.059486016178909,-19.705242777304441,-141.9069091649319
